cod_matricula,max_fecha_plano,max_fecha_sap,id_zre,cod_naturaleza_juridica,naturaleza_juridica,anio,mes,id_usuario
31539,2024-09-30,2011-05-26,001,0125,COMPRAVENTA,2024,9,103
31818,2025-01-31,2016-11-24,01N,0125,COMPRAVENTA,2025,1,103
32388,2024-12-31,2014-10-20,001,0125,COMPRAVENTA,2024,12,103
33717,2025-01-31,2017-02-27,001,0125,COMPRAVENTA,2025,1,103
33900,2025-03-31,2023-06-13,01N,0109,ADJUDICACION EN SUCESION,2025,3,103
34398,2023-12-31,2014-10-20,01N,0125,COMPRAVENTA,2023,12,103
35939,2024-11-30,2024-03-06,001,0125,COMPRAVENTA,2024,11,103
36560,2024-06-30,2006-08-11,001,0140,EXPROPIACION POR VIA ADMNINISTRATIVA,2024,6,103
37680,2025-01-31,2013-08-30,01N,0109,ADJUDICACION EN SUCESION,2025,1,103
38623,2025-03-31,2024-09-12,001,0125,COMPRAVENTA,2025,3,103
40346,2023-11-30,2021-04-15,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2023,11,103
41036,2025-01-31,2012-07-13,001,0125,COMPRAVENTA,2025,1,103
41821,2024-09-30,2016-04-12,001,0125,COMPRAVENTA,2024,9,103
43090,2024-08-31,2006-02-15,001,0125,COMPRAVENTA,2024,8,103
43675,2024-09-30,2011-03-01,001,0125,COMPRAVENTA,2024,9,103
44948,2025-01-31,2022-11-23,001,0125,COMPRAVENTA,2025,1,103
45697,2024-08-31,2009-02-12,01N,0125,COMPRAVENTA,2024,8,103
47037,2024-08-31,2024-05-21,001,0139,ESCISION,2024,8,103
47564,2025-02-28,2020-11-09,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,2,103
48182,2024-10-31,2005-05-31,001,0125,COMPRAVENTA,2024,10,103
49384,2024-07-31,2012-05-11,001,0125,COMPRAVENTA,2024,7,103
49558,2025-03-31,2022-02-17,001,0125,COMPRAVENTA,2025,3,103
49790,2024-12-31,2024-12-18,01N,0125,COMPRAVENTA,2024,12,103
50242,2024-09-30,2005-08-29,01N,0109,ADJUDICACION EN SUCESION,2024,9,103
51051,2024-09-30,2011-11-28,001,0125,COMPRAVENTA,2024,9,103
51294,2024-06-30,2023-03-16,01N,0125,COMPRAVENTA,2024,6,103
52192,2025-03-31,2007-09-13,001,0125,COMPRAVENTA,2025,3,103
52617,2024-06-30,2019-11-29,01N,0125,COMPRAVENTA,2024,6,103
54631,2024-09-30,2014-08-22,001,0125,COMPRAVENTA,2024,9,103
54725,2024-07-31,2023-03-31,01N,0125,COMPRAVENTA,2024,7,103
56994,2024-12-31,2023-09-18,001,0125,COMPRAVENTA,2024,12,103
57820,2024-06-30,2009-08-05,01N,0125,COMPRAVENTA,2024,6,103
59417,2025-03-31,2016-05-02,001,0125,COMPRAVENTA,2025,3,103
60026,2024-06-30,2014-06-26,001,0125,COMPRAVENTA,2024,6,103
61177,2024-10-31,2010-08-03,001,0125,COMPRAVENTA,2024,10,103
61983,2024-08-31,2024-01-17,001,0125,COMPRAVENTA,2024,8,103
62098,2024-08-31,2011-11-01,001,0125,COMPRAVENTA,2024,8,103
62818,2025-01-31,2015-09-16,001,0125,COMPRAVENTA,2025,1,103
63088,2023-11-30,2014-03-07,001,0109,ADJUDICACION EN SUCESION,2023,11,103
63476,2024-11-30,2013-02-14,001,0109,ADJUDICACION EN SUCESION,2024,11,103
64727,2024-12-31,2019-08-20,001,0125,COMPRAVENTA,2024,12,103
64905,2024-09-30,2005-07-01,01N,0109,ADJUDICACION EN SUCESION,2024,9,103
65358,2023-12-31,2021-11-17,01N,0125,COMPRAVENTA,2023,12,103
65856,2024-10-31,2013-12-26,001,0125,COMPRAVENTA,2024,10,103
66325,2024-06-30,2004-07-26,001,0125,COMPRAVENTA,2024,6,103
67556,2024-12-31,2023-01-03,001,0125,COMPRAVENTA,2024,12,103
67999,2024-05-31,2003-12-05,001,0125,COMPRAVENTA,2024,5,103
68897,2024-05-31,2009-03-11,01N,0125,COMPRAVENTA,2024,5,103
69771,2024-09-30,2021-04-27,001,0125,COMPRAVENTA,2024,9,103
70045,2024-09-30,2010-04-29,01N,0125,COMPRAVENTA,2024,9,103
70299,2024-10-31,2004-03-24,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,10,103
71412,2025-01-31,2004-08-23,001,0125,COMPRAVENTA,2025,1,103
71807,2024-07-31,2008-02-21,001,0125,COMPRAVENTA,2024,7,103
72382,2023-11-30,2011-11-15,001,0125,COMPRAVENTA,2023,11,103
72386,2024-09-30,2012-01-26,001,0125,COMPRAVENTA,2024,9,103
72435,2024-10-31,2015-07-09,01N,0125,COMPRAVENTA,2024,10,103
72662,2024-04-30,2024-04-17,01N,0125,COMPRAVENTA,2024,4,103
73236,2024-07-31,2011-06-15,01N,0125,COMPRAVENTA,2024,7,103
74773,2025-03-31,2025-01-24,001,0125,COMPRAVENTA,2025,3,103
77751,2025-03-31,2023-02-20,01N,0125,COMPRAVENTA,2025,3,103
79179,2025-03-31,2013-04-05,001,0125,COMPRAVENTA,2025,3,103
79410,2024-09-30,2014-03-31,001,0125,COMPRAVENTA,2024,9,103
79726,2023-11-30,2023-11-20,01N,0125,COMPRAVENTA,2023,11,103
82121,2024-10-31,2003-12-02,001,0125,COMPRAVENTA,2024,10,103
83080,2024-09-30,2017-05-23,001,0125,COMPRAVENTA,2024,9,103
84065,2025-02-28,2022-07-21,001,0109,ADJUDICACION EN SUCESION,2025,2,103
84919,2024-11-30,2018-02-01,001,0125,COMPRAVENTA,2024,11,103
86297,2024-11-30,2005-09-22,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,11,103
87060,2024-01-31,2004-09-13,01N,0125,COMPRAVENTA,2024,1,103
87727,2024-10-31,2014-07-31,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,10,103
88567,2025-01-31,2004-07-10,01N,0109,ADJUDICACION EN SUCESION,2025,1,103
89123,2024-08-31,2018-07-18,01N,0125,COMPRAVENTA,2024,8,103
89945,2024-04-30,2021-05-05,01N,0125,COMPRAVENTA,2024,4,103
90537,2024-05-31,2017-11-09,01N,0125,COMPRAVENTA,2024,5,103
90559,2024-11-30,2024-11-14,01N,0125,COMPRAVENTA,2024,11,103
91436,2024-08-31,2006-05-18,01N,0125,COMPRAVENTA,2024,8,103
91965,2023-12-31,2012-02-07,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2023,12,103
92935,2024-10-31,2015-07-03,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,10,103
94311,2024-08-31,2007-08-30,001,0125,COMPRAVENTA,2024,8,103
95441,2025-03-31,2015-07-28,001,0125,COMPRAVENTA,2025,3,103
97133,2024-08-31,2016-11-30,001,0125,COMPRAVENTA,2024,8,103
97278,2024-05-31,2023-12-07,001,0125,COMPRAVENTA,2024,5,103
97561,2024-07-31,2007-04-18,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,7,103
97907,2024-12-31,2012-07-30,01N,0125,COMPRAVENTA,2024,12,103
98635,2024-10-31,2024-10-29,01N,0125,COMPRAVENTA,2024,10,103
99754,2024-11-30,2024-11-19,01N,0125,COMPRAVENTA,2024,11,103
100540,2023-12-31,2017-08-18,01N,0125,COMPRAVENTA,2023,12,103
102785,2025-01-31,2022-11-08,001,0125,COMPRAVENTA,2025,1,103
104098,2025-01-31,2024-05-08,001,0109,ADJUDICACION EN SUCESION,2025,1,103
104364,2025-03-31,2025-01-29,001,0125,COMPRAVENTA,2025,3,103
105876,2025-03-31,2015-11-23,001,0125,COMPRAVENTA,2025,3,103
106725,2025-01-31,2025-01-21,01N,0125,COMPRAVENTA,2025,1,103
107202,2024-11-30,2007-06-08,01N,0109,ADJUDICACION EN SUCESION,2024,11,103
107864,2024-09-30,2007-02-27,001,0125,COMPRAVENTA,2024,9,103
108777,2024-09-30,2013-02-19,001,0108,ADJUDICACION EN REMATE,2024,9,103
109545,2024-10-31,2011-02-01,01N,0125,COMPRAVENTA,2024,10,103
110652,2024-12-31,2019-12-06,01N,0125,COMPRAVENTA,2024,12,103
111037,2024-10-31,2024-02-19,01N,0125,COMPRAVENTA,2024,10,103
111471,2023-11-30,2023-11-21,01N,0109,ADJUDICACION EN SUCESION,2023,11,103
111994,2025-03-31,2022-05-25,01N,0125,COMPRAVENTA,2025,3,103
112904,2024-10-31,2024-10-21,01N,0125,COMPRAVENTA,2024,10,103
113243,2025-03-31,2025-01-09,001,0125,COMPRAVENTA,2025,3,103
114432,2024-09-30,2010-12-22,001,0125,COMPRAVENTA,2024,9,103
114921,2024-11-30,2011-05-04,001,0125,COMPRAVENTA,2024,11,103
115908,2025-03-31,2013-01-03,01N,0125,COMPRAVENTA,2025,3,103
116799,2024-04-30,2009-09-21,001,0125,COMPRAVENTA,2024,4,103
117788,2025-01-31,2025-01-15,01N,0125,COMPRAVENTA,2025,1,103
118180,2024-09-30,2012-07-26,001,0125,COMPRAVENTA,2024,9,103
118959,2025-03-31,2024-01-16,01N,0125,COMPRAVENTA,2025,3,103
119627,2024-09-30,2013-07-29,001,0125,COMPRAVENTA,2024,9,103
119760,2024-11-30,2005-01-26,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,11,103
120471,2024-08-31,2024-05-20,001,0125,COMPRAVENTA,2024,8,103
121013,2025-03-31,2018-11-14,001,0125,COMPRAVENTA,2025,3,103
121057,2024-02-29,2024-02-22,001,0125,COMPRAVENTA,2024,2,103
121291,2024-11-30,2014-12-04,01N,0125,COMPRAVENTA,2024,11,103
121710,2024-09-30,2017-04-28,001,0109,ADJUDICACION EN SUCESION,2024,9,103
122075,2025-01-31,2019-05-23,001,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2025,1,103
123429,2025-01-31,2025-01-29,01N,0125,COMPRAVENTA,2025,1,103
124136,2025-01-31,2024-01-26,001,0125,COMPRAVENTA,2025,1,103
124334,2024-09-30,2010-12-09,001,0125,COMPRAVENTA,2024,9,103
125074,2025-01-31,2018-11-01,001,0125,COMPRAVENTA,2025,1,103
125734,2025-01-31,2024-06-11,01N,0125,COMPRAVENTA,2025,1,103
126139,2023-11-30,2013-09-10,001,0125,COMPRAVENTA,2023,11,103
126744,2024-09-30,2010-04-20,001,0125,COMPRAVENTA,2024,9,103
127611,2024-09-30,2008-08-08,01N,0125,COMPRAVENTA,2024,9,103
128519,2024-08-31,2011-11-08,001,0125,COMPRAVENTA,2024,8,103
128992,2024-09-30,2014-07-08,01N,0109,ADJUDICACION EN SUCESION,2024,9,103
129812,2023-12-31,2019-04-02,01N,0125,COMPRAVENTA,2023,12,103
131465,2024-08-31,2008-03-10,001,0125,COMPRAVENTA,2024,8,103
132130,2024-08-31,2023-09-19,001,0125,COMPRAVENTA,2024,8,103
133382,2024-10-31,2024-10-18,01N,0125,COMPRAVENTA,2024,10,103
133779,2023-11-30,2017-08-17,001,0125,COMPRAVENTA,2023,11,103
134350,2024-10-31,2024-06-13,001,0109,ADJUDICACION EN SUCESION,2024,10,103
134610,2024-12-31,2019-04-29,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,12,103
135382,2024-06-30,2008-03-27,001,0125,COMPRAVENTA,2024,6,103
135618,2024-11-30,2010-04-15,001,0125,COMPRAVENTA,2024,11,103
136663,2024-07-31,2022-06-03,01N,0125,COMPRAVENTA,2024,7,103
136823,2023-11-30,2008-11-06,001,0125,COMPRAVENTA,2023,11,103
137240,2024-10-31,2009-12-23,01N,0109,ADJUDICACION EN SUCESION,2024,10,103
137663,2024-07-31,2020-06-08,001,0125,COMPRAVENTA,2024,7,103
137762,2024-07-31,2007-11-08,001,0125,COMPRAVENTA,2024,7,103
139000,2024-09-30,2017-07-21,001,0109,ADJUDICACION EN SUCESION,2024,9,103
139236,2024-02-29,2024-02-15,01N,0125,COMPRAVENTA,2024,2,103
140300,2024-09-30,2023-08-04,01N,0125,COMPRAVENTA,2024,9,103
140745,2024-08-31,2024-08-22,01N,0125,COMPRAVENTA,2024,8,103
141062,2024-09-30,2008-05-14,001,0125,COMPRAVENTA,2024,9,103
141101,2024-08-31,2019-07-26,01N,0125,COMPRAVENTA,2024,8,103
142728,2024-11-30,2006-06-23,001,0125,COMPRAVENTA,2024,11,103
143921,2024-10-31,2011-02-09,001,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2024,10,103
144215,2024-07-31,2021-04-22,001,0125,COMPRAVENTA,2024,7,103
144317,2025-01-31,2004-05-17,001,0109,ADJUDICACION EN SUCESION,2025,1,103
144527,2025-01-31,2010-12-10,001,0125,COMPRAVENTA,2025,1,103
144698,2024-11-30,2011-02-21,001,0125,COMPRAVENTA,2024,11,103
144936,2024-06-30,2008-01-29,01N,0125,COMPRAVENTA,2024,6,103
146214,2024-09-30,2011-07-12,001,0125,COMPRAVENTA,2024,9,103
146564,2024-09-30,2011-11-03,001,0125,COMPRAVENTA,2024,9,103
147944,2024-04-30,2010-08-17,01N,0139,ESCISION,2024,4,103
149967,2024-05-31,2015-08-24,001,0125,COMPRAVENTA,2024,5,103
150024,2024-05-31,2015-08-24,001,0125,COMPRAVENTA,2024,5,103
150175,2024-02-29,2024-02-09,01N,0109,ADJUDICACION EN SUCESION,2024,2,103
151626,2024-05-31,2015-08-26,001,0125,COMPRAVENTA,2024,5,103
153004,2024-08-31,2004-03-02,01N,0125,COMPRAVENTA,2024,8,103
153437,2024-12-31,2006-02-14,001,0125,COMPRAVENTA,2024,12,103
153660,2025-01-31,2021-02-03,001,0125,COMPRAVENTA,2025,1,103
154494,2024-08-31,2022-11-10,001,0125,COMPRAVENTA,2024,8,103
155002,2024-12-31,2004-10-27,01N,0125,COMPRAVENTA,2024,12,103
155603,2023-12-31,2010-06-02,001,0109,ADJUDICACION EN SUCESION,2023,12,103
156596,2024-09-30,2024-08-09,01N,0125,COMPRAVENTA,2024,9,103
156684,2024-05-31,2019-10-28,01N,0125,COMPRAVENTA,2024,5,103
156918,2024-10-31,2018-08-10,001,0125,COMPRAVENTA,2024,10,103
157426,2024-12-31,2020-09-23,001,0125,COMPRAVENTA,2024,12,103
157472,2024-12-31,2024-01-29,01N,0125,COMPRAVENTA,2024,12,103
158043,2024-10-31,2007-03-08,001,0125,COMPRAVENTA,2024,10,103
158068,2025-01-31,2015-12-10,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,1,103
158769,2024-07-31,2019-09-13,01N,0125,COMPRAVENTA,2024,7,103
158992,2024-12-31,2023-01-12,001,0125,COMPRAVENTA,2024,12,103
159563,2024-06-30,2019-10-01,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,6,103
159881,2025-01-31,2006-05-30,01N,0125,COMPRAVENTA,2025,1,103
161049,2024-11-30,2016-07-12,001,0125,COMPRAVENTA,2024,11,103
161770,2024-09-30,2008-04-14,001,0125,COMPRAVENTA,2024,9,103
162073,2024-07-31,2012-06-14,01N,0125,COMPRAVENTA,2024,7,103
162242,2024-02-29,2024-02-07,01N,0125,COMPRAVENTA,2024,2,103
163359,2023-12-31,2023-07-05,001,0125,COMPRAVENTA,2023,12,103
163385,2023-12-31,2023-07-05,001,0125,COMPRAVENTA,2023,12,103
164118,2024-10-31,2016-04-15,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,10,103
166623,2025-01-31,2022-08-04,01N,0125,COMPRAVENTA,2025,1,103
167033,2024-10-31,2019-06-27,001,0125,COMPRAVENTA,2024,10,103
167152,2024-10-31,2019-06-27,001,0125,COMPRAVENTA,2024,10,103
167409,2025-01-31,2024-02-01,001,0125,COMPRAVENTA,2025,1,103
167514,2025-01-31,2013-09-09,001,0125,COMPRAVENTA,2025,1,103
167612,2024-05-31,2012-06-27,001,0125,COMPRAVENTA,2024,5,103
168322,2024-10-31,2017-06-20,01N,0125,COMPRAVENTA,2024,10,103
170201,2025-01-31,2020-07-07,001,0110,ADJUDICACION LIQUIDACION DE LA COMUNIDAD,2025,1,103
170350,2023-12-31,2022-09-23,01N,0125,COMPRAVENTA,2023,12,103
170412,2024-09-30,2010-05-10,01N,0125,COMPRAVENTA,2024,9,103
171318,2024-08-31,2018-12-18,001,0125,COMPRAVENTA,2024,8,103
171805,2025-03-31,2007-05-16,001,0125,COMPRAVENTA,2025,3,103
172593,2024-10-31,2013-02-27,001,0125,COMPRAVENTA,2024,10,103
174378,2025-03-31,2023-10-30,001,0125,COMPRAVENTA,2025,3,103
176799,2024-09-30,2008-12-03,01N,0125,COMPRAVENTA,2024,9,103
176934,2024-09-30,2006-04-06,01N,0125,COMPRAVENTA,2024,9,103
177190,2024-12-31,2018-09-17,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,12,103
177805,2025-03-31,2020-02-22,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,3,103
178150,2024-10-31,2006-02-06,001,0125,COMPRAVENTA,2024,10,103
179377,2025-02-28,2008-08-26,001,0109,ADJUDICACION EN SUCESION,2025,2,103
179829,2023-11-30,2012-09-11,001,0125,COMPRAVENTA,2023,11,103
180051,2024-08-31,2003-12-15,001,0125,COMPRAVENTA,2024,8,103
180129,2023-12-31,2016-04-11,001,0125,COMPRAVENTA,2023,12,103
180589,2025-01-31,2013-09-09,001,0125,COMPRAVENTA,2025,1,103
181332,2024-10-31,2005-02-01,001,0125,COMPRAVENTA,2024,10,103
181418,2024-12-31,2017-01-24,001,0109,ADJUDICACION EN SUCESION,2024,12,103
182892,2025-03-31,2025-01-27,001,0125,COMPRAVENTA,2025,3,103
183609,2025-03-31,2005-04-15,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2025,3,103
184633,2024-08-31,2024-05-07,001,0125,COMPRAVENTA,2024,8,103
185476,2024-12-31,2024-12-27,01N,0125,COMPRAVENTA,2024,12,103
186022,2024-09-30,2013-05-08,001,0125,COMPRAVENTA,2024,9,103
186246,2024-10-31,2024-08-22,001,0125,COMPRAVENTA,2024,10,103
186596,2025-03-31,2025-03-26,01N,0125,COMPRAVENTA,2025,3,103
187016,2024-11-30,2019-10-09,001,0125,COMPRAVENTA,2024,11,103
187327,2025-03-31,2015-11-25,01N,0125,COMPRAVENTA,2025,3,103
187432,2025-03-31,2009-09-25,01N,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,3,103
187707,2024-01-31,2024-01-25,01N,0125,COMPRAVENTA,2024,1,103
187894,2025-03-31,2010-08-17,01N,0125,COMPRAVENTA,2025,3,103
188155,2024-09-30,2012-06-14,001,0125,COMPRAVENTA,2024,9,103
189213,2024-10-31,2018-11-15,01N,0125,COMPRAVENTA,2024,10,103
189254,2024-06-30,2024-04-12,001,0109,ADJUDICACION EN SUCESION,2024,6,103
189408,2025-01-31,2025-01-29,001,0125,COMPRAVENTA,2025,1,103
189548,2024-09-30,2008-11-24,001,0109,ADJUDICACION EN SUCESION,2024,9,103
189648,2024-12-31,2015-11-09,01N,0125,COMPRAVENTA,2024,12,103
190702,2024-07-31,2020-05-28,001,0125,COMPRAVENTA,2024,7,103
191076,2023-12-31,2023-03-10,001,0125,COMPRAVENTA,2023,12,103
191371,2025-03-31,2014-07-23,001,0125,COMPRAVENTA,2025,3,103
192069,2024-07-31,2016-07-14,001,0125,COMPRAVENTA,2024,7,103
192214,2024-07-31,2007-06-20,001,0125,COMPRAVENTA,2024,7,103
192247,2024-07-31,2016-03-18,001,0125,COMPRAVENTA,2024,7,103
192870,2024-07-31,2016-03-18,001,0125,COMPRAVENTA,2024,7,103
193070,2023-11-30,2023-11-14,001,0125,COMPRAVENTA,2023,11,103
194055,2024-09-30,2012-08-02,01N,0125,COMPRAVENTA,2024,9,103
194322,2024-10-31,2024-10-22,01N,0125,COMPRAVENTA,2024,10,103
194584,2024-12-31,2013-06-28,01N,0125,COMPRAVENTA,2024,12,103
194909,2025-03-31,2023-04-25,001,0125,COMPRAVENTA,2025,3,103
195106,2024-11-30,2022-09-20,001,0125,COMPRAVENTA,2024,11,103
195557,2024-09-30,2005-11-30,01N,0125,COMPRAVENTA,2024,9,103
195906,2024-07-31,2024-07-24,001,0125,COMPRAVENTA,2024,7,103
196318,2024-10-31,2008-03-10,01N,0125,COMPRAVENTA,2024,10,103
196680,2024-11-30,2024-01-29,01N,0125,COMPRAVENTA,2024,11,103
197009,2025-03-31,2012-09-18,01N,0125,COMPRAVENTA,2025,3,103
197229,2024-04-30,2024-04-25,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,4,103
199365,2024-04-30,2019-01-10,001,0125,COMPRAVENTA,2024,4,103
199718,2025-03-31,2012-03-26,01N,0125,COMPRAVENTA,2025,3,103
200613,2024-09-30,2010-07-08,01N,0138,DONACION,2024,9,103
200937,2024-06-30,2008-05-14,01N,0125,COMPRAVENTA,2024,6,103
201860,2025-02-28,2018-09-24,001,0109,ADJUDICACION EN SUCESION,2025,2,103
202912,2024-10-31,2017-02-14,01N,0125,COMPRAVENTA,2024,10,103
203190,2024-10-31,2022-03-26,01N,0125,COMPRAVENTA,2024,10,103
203878,2024-09-30,2007-05-09,01N,0109,ADJUDICACION EN SUCESION,2024,9,103
204447,2025-01-31,2023-03-08,001,0125,COMPRAVENTA,2025,1,103
204730,2024-08-31,2007-05-17,001,0109,ADJUDICACION EN SUCESION,2024,8,103
205042,2025-03-31,2014-03-20,001,0125,COMPRAVENTA,2025,3,103
205077,2024-04-30,2004-05-20,001,0125,COMPRAVENTA,2024,4,103
205249,2024-10-31,2023-02-23,001,0125,COMPRAVENTA,2024,10,103
205396,2023-12-31,2021-05-04,001,0125,COMPRAVENTA,2023,12,103
205835,2025-01-31,2009-09-21,001,0109,ADJUDICACION EN SUCESION,2025,1,103
206816,2025-02-28,2020-08-29,001,0109,ADJUDICACION EN SUCESION,2025,2,103
207888,2025-03-31,2023-03-22,001,0125,COMPRAVENTA,2025,3,103
209519,2024-05-31,2011-02-11,001,0109,ADJUDICACION EN SUCESION,2024,5,103
209685,2024-11-30,2022-04-07,001,0125,COMPRAVENTA,2024,11,103
209698,2023-12-31,2011-12-22,001,0125,COMPRAVENTA,2023,12,103
209713,2024-11-30,2022-04-07,001,0125,COMPRAVENTA,2024,11,103
209721,2024-11-30,2022-04-07,001,0125,COMPRAVENTA,2024,11,103
209730,2025-01-31,2014-04-07,001,0125,COMPRAVENTA,2025,1,103
210140,2024-01-31,2005-07-18,001,0125,COMPRAVENTA,2024,1,103
210249,2024-08-31,2010-10-13,001,0125,COMPRAVENTA,2024,8,103
210394,2024-11-30,2012-11-06,01N,0110,ADJUDICACION LIQUIDACION DE LA COMUNIDAD,2024,11,103
210663,2024-08-31,2016-06-15,001,0125,COMPRAVENTA,2024,8,103
211036,2024-08-31,2021-11-29,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,8,103
212033,2024-10-31,2022-10-24,001,0125,COMPRAVENTA,2024,10,103
212735,2024-12-31,2023-06-05,01N,0125,COMPRAVENTA,2024,12,103
214147,2024-09-30,2018-07-18,001,0125,COMPRAVENTA,2024,9,103
214637,2025-01-31,2004-07-16,01N,0125,COMPRAVENTA,2025,1,103
214884,2024-05-31,2007-06-22,001,0109,ADJUDICACION EN SUCESION,2024,5,103
215111,2025-03-31,2013-03-11,01N,0125,COMPRAVENTA,2025,3,103
216698,2024-01-31,2011-11-01,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,1,103
217931,2024-09-30,2024-01-19,001,0125,COMPRAVENTA,2024,9,103
218656,2024-10-31,2012-08-15,001,0125,COMPRAVENTA,2024,10,103
219877,2025-01-31,2023-03-08,001,0125,COMPRAVENTA,2025,1,103
220496,2025-01-31,2006-05-24,001,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2025,1,103
220690,2024-12-31,2019-10-23,001,0146,RATIFICACION CONTRATO,2024,12,103
221310,2024-07-31,2008-04-16,01N,0125,COMPRAVENTA,2024,7,103
221410,2025-01-31,2006-04-26,01N,0125,COMPRAVENTA,2025,1,103
221522,2023-12-31,2019-07-11,01N,0125,COMPRAVENTA,2023,12,103
221551,2024-09-30,2016-09-14,001,0125,COMPRAVENTA,2024,9,103
