cod_matricula,max_fecha_plano,max_fecha_sap,id_zre,cod_naturaleza_juridica,naturaleza_juridica,anio,mes,id_usuario
21551,2024-09-30,2011-09-20,001,0125,COMPRAVENTA,2024,9,102
23335,2023-12-31,2023-05-25,01N,0125,COMPRAVENTA,2023,12,102
24110,2024-05-31,2015-09-15,001,0109,ADJUDICACION EN SUCESION,2024,5,102
24885,2024-08-31,2024-08-15,001,0109,ADJUDICACION EN SUCESION,2024,8,102
25610,2024-06-30,2016-02-17,001,0125,COMPRAVENTA,2024,6,102
26190,2024-06-30,2024-06-27,01N,0109,ADJUDICACION EN SUCESION,2024,6,102
26756,2024-09-30,2014-02-18,001,0125,COMPRAVENTA,2024,9,102
27139,2024-09-30,2011-09-20,001,0125,COMPRAVENTA,2024,9,102
27853,2024-09-30,2014-01-20,001,0125,COMPRAVENTA,2024,9,102
28393,2025-03-31,2022-02-23,01N,0125,COMPRAVENTA,2025,3,102
29150,2023-12-31,2016-05-05,001,0125,COMPRAVENTA,2023,12,102
29847,2024-07-31,2016-12-20,01N,0109,ADJUDICACION EN SUCESION,2024,7,102
30765,2024-06-30,2024-01-02,01N,0125,COMPRAVENTA,2024,6,102
31535,2024-09-30,2011-05-06,001,0125,COMPRAVENTA,2024,9,102
31814,2024-07-31,2005-04-20,001,0109,ADJUDICACION EN SUCESION,2024,7,102
32265,2024-10-31,2018-08-22,01N,0125,COMPRAVENTA,2024,10,102
33335,2024-05-31,2014-08-22,001,0125,COMPRAVENTA,2024,5,102
33899,2025-03-31,2023-06-13,01N,0109,ADJUDICACION EN SUCESION,2025,3,102
34368,2023-11-30,2023-11-20,01N,0125,COMPRAVENTA,2023,11,102
35753,2024-06-30,2008-05-14,01N,0125,COMPRAVENTA,2024,6,102
36340,2024-11-30,2024-11-14,01N,0125,COMPRAVENTA,2024,11,102
37639,2024-01-31,2024-01-30,001,0125,COMPRAVENTA,2024,1,102
38414,2025-02-28,2018-03-02,01N,0125,COMPRAVENTA,2025,2,102
39935,2024-08-31,2024-08-27,001,0125,COMPRAVENTA,2024,8,102
40939,2024-11-30,2008-08-06,001,0125,COMPRAVENTA,2024,11,102
41243,2024-07-31,2010-09-20,01N,0125,COMPRAVENTA,2024,7,102
42540,2024-06-30,2011-02-15,001,0125,COMPRAVENTA,2024,6,102
43376,2025-03-31,2025-03-27,001,0125,COMPRAVENTA,2025,3,102
44787,2024-08-31,2024-08-28,01N,0109,ADJUDICACION EN SUCESION,2024,8,102
45629,2025-03-31,2015-11-23,001,0125,COMPRAVENTA,2025,3,102
46853,2023-11-30,2023-11-27,01N,0125,COMPRAVENTA,2023,11,102
47289,2024-09-30,2006-08-18,001,0109,ADJUDICACION EN SUCESION,2024,9,102
48110,2023-11-30,2016-12-02,001,0125,COMPRAVENTA,2023,11,102
48694,2023-12-31,2016-12-21,001,0125,COMPRAVENTA,2023,12,102
49527,2025-01-31,2009-03-05,001,0125,COMPRAVENTA,2025,1,102
49685,2024-09-30,2004-03-05,01N,0125,COMPRAVENTA,2024,9,102
50052,2024-07-31,2024-07-23,001,0109,ADJUDICACION EN SUCESION,2024,7,102
50864,2024-09-30,2015-09-04,01N,0125,COMPRAVENTA,2024,9,102
51216,2025-03-31,2011-11-24,01N,0125,COMPRAVENTA,2025,3,102
52190,2025-03-31,2022-11-24,001,0125,COMPRAVENTA,2025,3,102
52486,2024-04-30,2019-01-28,001,0125,COMPRAVENTA,2024,4,102
54319,2023-11-30,2015-06-12,01N,0125,COMPRAVENTA,2023,11,102
54724,2024-07-31,2023-03-31,01N,0125,COMPRAVENTA,2024,7,102
55909,2024-01-31,2008-03-06,01N,0109,ADJUDICACION EN SUCESION,2024,1,102
57468,2024-08-31,2006-05-16,01N,0109,ADJUDICACION EN SUCESION,2024,8,102
58999,2024-05-31,2011-10-04,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,5,102
59877,2023-12-31,2012-10-23,001,0109,ADJUDICACION EN SUCESION,2023,12,102
60315,2024-04-30,2024-04-22,01N,0125,COMPRAVENTA,2024,4,102
61972,2025-03-31,2024-05-23,001,0125,COMPRAVENTA,2025,3,102
62089,2024-08-31,2024-01-17,001,0125,COMPRAVENTA,2024,8,102
62388,2023-12-31,2022-08-10,001,0125,COMPRAVENTA,2023,12,102
63058,2024-12-31,2019-11-05,001,0125,COMPRAVENTA,2024,12,102
63474,2024-11-30,2013-02-14,001,0109,ADJUDICACION EN SUCESION,2024,11,102
64704,2024-12-31,2019-08-20,001,0125,COMPRAVENTA,2024,12,102
64876,2024-09-30,2012-03-30,001,0125,COMPRAVENTA,2024,9,102
65212,2024-11-30,2009-12-01,001,0125,COMPRAVENTA,2024,11,102
65428,2024-09-30,2005-08-29,01N,0109,ADJUDICACION EN SUCESION,2024,9,102
66034,2023-12-31,2023-12-06,01N,0125,COMPRAVENTA,2023,12,102
67407,2023-11-30,2012-03-06,01N,0125,COMPRAVENTA,2023,11,102
67606,2024-08-31,2008-05-16,01N,0109,ADJUDICACION EN SUCESION,2024,8,102
68678,2024-05-31,2019-10-16,001,0125,COMPRAVENTA,2024,5,102
69378,2025-02-28,2025-02-17,01N,0125,COMPRAVENTA,2025,2,102
69774,2023-12-31,2008-06-18,001,0125,COMPRAVENTA,2023,12,102
70292,2025-03-31,2004-03-24,001,0125,COMPRAVENTA,2025,3,102
70535,2024-04-30,2010-08-17,01N,0139,ESCISION,2024,4,102
71725,2024-04-30,2012-09-17,001,0109,ADJUDICACION EN SUCESION,2024,4,102
72380,2023-11-30,2011-11-15,001,0125,COMPRAVENTA,2023,11,102
72384,2024-09-30,2012-01-26,001,0125,COMPRAVENTA,2024,9,102
72431,2024-08-31,2017-07-04,01N,0125,COMPRAVENTA,2024,8,102
72642,2024-08-31,2008-01-11,01N,0109,ADJUDICACION EN SUCESION,2024,8,102
73194,2024-10-31,2019-09-19,001,0125,COMPRAVENTA,2024,10,102
74361,2024-05-31,2011-03-17,001,0125,COMPRAVENTA,2024,5,102
77148,2023-11-30,2015-04-17,001,0109,ADJUDICACION EN SUCESION,2023,11,102
79055,2024-04-30,2015-11-17,01N,0125,COMPRAVENTA,2024,4,102
79190,2025-03-31,2013-04-05,001,0125,COMPRAVENTA,2025,3,102
79525,2023-12-31,2023-12-26,01N,0125,COMPRAVENTA,2023,12,102
81421,2024-10-31,2003-12-02,001,0125,COMPRAVENTA,2024,10,102
82347,2024-05-31,2009-02-12,001,0125,COMPRAVENTA,2024,5,102
83970,2024-07-31,2018-12-27,001,0125,COMPRAVENTA,2024,7,102
84877,2025-03-31,2025-01-17,01N,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2025,3,102
86228,2025-01-31,2017-05-23,01N,0125,COMPRAVENTA,2025,1,102
86890,2024-09-30,2006-01-20,01N,0109,ADJUDICACION EN SUCESION,2024,9,102
87638,2024-09-30,2024-09-19,001,0125,COMPRAVENTA,2024,9,102
87861,2023-11-30,2019-03-06,001,0125,COMPRAVENTA,2023,11,102
89120,2024-07-31,2008-03-06,001,0125,COMPRAVENTA,2024,7,102
89738,2023-11-30,2007-10-17,001,0125,COMPRAVENTA,2023,11,102
90441,2024-07-31,2016-12-29,01N,0125,COMPRAVENTA,2024,7,102
90539,2024-05-31,2017-11-09,01N,0125,COMPRAVENTA,2024,5,102
91300,2024-11-30,2015-05-14,01N,0125,COMPRAVENTA,2024,11,102
91584,2024-01-31,2008-04-21,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,1,102
92788,2023-11-30,2006-03-24,001,0109,ADJUDICACION EN SUCESION,2023,11,102
93520,2024-12-31,2022-10-19,001,0125,COMPRAVENTA,2024,12,102
95113,2024-09-30,2008-05-14,001,0125,COMPRAVENTA,2024,9,102
96164,2024-11-30,2015-04-16,01N,0125,COMPRAVENTA,2024,11,102
97193,2024-08-31,2016-11-30,001,0125,COMPRAVENTA,2024,8,102
97326,2024-06-30,2010-12-28,001,0109,ADJUDICACION EN SUCESION,2024,6,102
97656,2024-09-30,2009-01-22,01N,0125,COMPRAVENTA,2024,9,102
98549,2024-12-31,2011-02-22,001,0140,EXPROPIACION POR VIA ADMNINISTRATIVA,2024,12,102
98650,2025-03-31,2004-06-10,001,0125,COMPRAVENTA,2025,3,102
100273,2024-09-30,2004-06-24,001,0125,COMPRAVENTA,2024,9,102
102772,2025-01-31,2022-11-08,001,0125,COMPRAVENTA,2025,1,102
103980,2024-07-31,2023-06-23,001,0144,PERMUTA,2024,7,102
104254,2024-09-30,2024-09-24,01N,0125,COMPRAVENTA,2024,9,102
105216,2024-05-31,2004-11-11,001,0125,COMPRAVENTA,2024,5,102
106359,2024-09-30,2024-05-09,001,0125,COMPRAVENTA,2024,9,102
107132,2025-03-31,2018-10-30,01N,0125,COMPRAVENTA,2025,3,102
107852,2024-09-30,2007-02-27,001,0125,COMPRAVENTA,2024,9,102
108440,2024-09-30,2007-06-14,01N,0125,COMPRAVENTA,2024,9,102
109526,2024-11-30,2024-11-21,01N,0109,ADJUDICACION EN SUCESION,2024,11,102
110246,2024-08-31,2023-03-24,001,0125,COMPRAVENTA,2024,8,102
111009,2025-01-31,2014-03-17,01N,0109,ADJUDICACION EN SUCESION,2025,1,102
111431,2024-04-30,2018-07-31,001,0125,COMPRAVENTA,2024,4,102
111705,2024-11-30,2024-11-20,01N,0125,COMPRAVENTA,2024,11,102
112742,2024-07-31,2024-07-19,01N,0125,COMPRAVENTA,2024,7,102
113231,2025-03-31,2025-01-27,001,0125,COMPRAVENTA,2025,3,102
113856,2023-12-31,2020-02-05,001,0125,COMPRAVENTA,2023,12,102
114706,2024-07-31,2023-12-04,001,0125,COMPRAVENTA,2024,7,102
115775,2025-03-31,2012-04-19,001,0125,COMPRAVENTA,2025,3,102
116789,2024-12-31,2006-05-26,001,0125,COMPRAVENTA,2024,12,102
117365,2024-11-30,2009-08-06,001,0125,COMPRAVENTA,2024,11,102
118171,2024-09-30,2024-09-26,01N,0125,COMPRAVENTA,2024,9,102
118870,2024-12-31,2015-02-05,001,0125,COMPRAVENTA,2024,12,102
119140,2024-11-30,2018-04-19,001,0125,COMPRAVENTA,2024,11,102
119754,2024-11-30,2005-01-28,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,11,102
120141,2025-01-31,2023-02-17,001,0125,COMPRAVENTA,2025,1,102
121005,2025-03-31,2007-06-01,001,0125,COMPRAVENTA,2025,3,102
121016,2024-05-31,2023-04-27,001,0125,COMPRAVENTA,2024,5,102
121179,2024-07-31,2007-09-03,01N,0109,ADJUDICACION EN SUCESION,2024,7,102
121699,2024-11-30,2024-11-20,01N,0125,COMPRAVENTA,2024,11,102
122065,2025-01-31,2004-06-10,001,0109,ADJUDICACION EN SUCESION,2025,1,102
122363,2025-03-31,2003-12-16,001,0125,COMPRAVENTA,2025,3,102
123866,2024-11-30,2023-10-25,001,0125,COMPRAVENTA,2024,11,102
124286,2024-09-30,2011-02-16,001,0125,COMPRAVENTA,2024,9,102
124668,2024-07-31,2005-09-01,01N,0125,COMPRAVENTA,2024,7,102
125730,2024-05-31,2019-10-28,01N,0125,COMPRAVENTA,2024,5,102
125953,2024-07-31,2018-03-22,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,7,102
126674,2025-03-31,2025-03-21,001,0125,COMPRAVENTA,2025,3,102
127122,2024-07-31,2019-09-25,001,0125,COMPRAVENTA,2024,7,102
128316,2024-12-31,2004-02-04,001,0125,COMPRAVENTA,2024,12,102
128897,2024-08-31,2015-12-17,001,0125,COMPRAVENTA,2024,8,102
129546,2025-03-31,2015-05-04,001,0109,ADJUDICACION EN SUCESION,2025,3,102
131296,2023-12-31,2023-10-02,001,0125,COMPRAVENTA,2023,12,102
131769,2024-11-30,2021-12-02,01N,0125,COMPRAVENTA,2024,11,102
132578,2024-11-30,2004-02-13,001,0125,COMPRAVENTA,2024,11,102
133408,2024-11-30,2004-10-27,001,0109,ADJUDICACION EN SUCESION,2024,11,102
134260,2024-12-31,2018-03-12,01N,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2024,12,102
134389,2024-10-31,2024-06-13,001,0109,ADJUDICACION EN SUCESION,2024,10,102
135369,2024-12-31,2010-10-26,001,0125,COMPRAVENTA,2024,12,102
135556,2024-07-31,2021-12-17,001,0109,ADJUDICACION EN SUCESION,2024,7,102
136657,2024-08-31,2020-09-24,01N,0125,COMPRAVENTA,2024,8,102
136789,2023-12-31,2004-02-10,001,0109,ADJUDICACION EN SUCESION,2023,12,102
137138,2025-01-31,2013-11-08,01N,0125,COMPRAVENTA,2025,1,102
137649,2024-07-31,2020-07-08,001,0125,COMPRAVENTA,2024,7,102
137747,2024-07-31,2007-11-08,001,0125,COMPRAVENTA,2024,7,102
138805,2025-01-31,2023-05-11,001,0125,COMPRAVENTA,2025,1,102
139128,2024-10-31,2024-10-25,01N,0125,COMPRAVENTA,2024,10,102
140024,2023-11-30,2017-09-26,01N,0125,COMPRAVENTA,2023,11,102
140516,2025-01-31,2024-09-24,001,0125,COMPRAVENTA,2025,1,102
140983,2023-12-31,2015-08-18,001,0109,ADJUDICACION EN SUCESION,2023,12,102
141065,2024-09-30,2008-05-14,001,0125,COMPRAVENTA,2024,9,102
142264,2024-10-31,2021-08-31,001,0125,COMPRAVENTA,2024,10,102
143632,2025-03-31,2025-01-27,001,0125,COMPRAVENTA,2025,3,102
143957,2024-05-31,2017-08-29,001,0125,COMPRAVENTA,2024,5,102
144308,2025-03-31,2007-03-14,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2025,3,102
144483,2024-04-30,2024-03-01,001,0125,COMPRAVENTA,2024,4,102
144667,2024-01-31,2024-01-18,001,0125,COMPRAVENTA,2024,1,102
144909,2023-12-31,2011-06-21,001,0125,COMPRAVENTA,2023,12,102
146199,2024-07-31,2009-05-12,001,0125,COMPRAVENTA,2024,7,102
146563,2025-01-31,2017-03-29,001,0125,COMPRAVENTA,2025,1,102
147705,2025-02-28,2024-08-20,001,0144,PERMUTA,2025,2,102
149525,2025-01-31,2018-12-18,001,0125,COMPRAVENTA,2025,1,102
150006,2024-12-31,2008-02-28,001,0125,COMPRAVENTA,2024,12,102
150062,2024-12-31,2008-02-28,001,0125,COMPRAVENTA,2024,12,102
150514,2024-04-30,2009-10-16,001,0125,COMPRAVENTA,2024,4,102
152994,2024-08-31,2004-03-02,01N,0125,COMPRAVENTA,2024,8,102
153412,2025-03-31,2025-03-06,001,0125,COMPRAVENTA,2025,3,102
153524,2023-12-31,2021-11-23,001,0125,COMPRAVENTA,2023,12,102
154164,2024-03-31,2024-03-15,01N,0125,COMPRAVENTA,2024,3,102
154714,2024-07-31,2008-02-22,01N,0125,COMPRAVENTA,2024,7,102
155153,2024-07-31,2024-07-18,01N,0125,COMPRAVENTA,2024,7,102
156362,2025-03-31,2025-03-25,001,0125,COMPRAVENTA,2025,3,102
156683,2024-09-30,2024-08-09,01N,0125,COMPRAVENTA,2024,9,102
156917,2024-10-31,2018-08-10,001,0125,COMPRAVENTA,2024,10,102
157423,2025-02-28,2016-11-04,001,0109,ADJUDICACION EN SUCESION,2025,2,102
157470,2024-10-31,2014-08-15,01N,0125,COMPRAVENTA,2024,10,102
157707,2024-09-30,2012-06-12,001,0125,COMPRAVENTA,2024,9,102
158065,2024-10-31,2007-03-08,001,0125,COMPRAVENTA,2024,10,102
158737,2024-07-31,2019-09-13,01N,0125,COMPRAVENTA,2024,7,102
158990,2025-03-31,2022-03-18,001,0125,COMPRAVENTA,2025,3,102
159133,2025-03-31,2022-03-18,001,0125,COMPRAVENTA,2025,3,102
159771,2024-06-30,2014-04-21,01N,0125,COMPRAVENTA,2024,6,102
160344,2025-03-31,2017-10-24,01N,0125,COMPRAVENTA,2025,3,102
161363,2024-11-30,2023-05-31,001,0125,COMPRAVENTA,2024,11,102
161959,2025-03-31,2013-10-23,001,0109,ADJUDICACION EN SUCESION,2025,3,102
162197,2024-12-31,2007-10-09,01N,0125,COMPRAVENTA,2024,12,102
162905,2024-08-31,2019-10-28,01N,0125,COMPRAVENTA,2024,8,102
163373,2023-12-31,2023-07-05,001,0125,COMPRAVENTA,2023,12,102
163998,2024-10-31,2024-02-02,001,0125,COMPRAVENTA,2024,10,102
166338,2024-09-30,2024-06-12,01N,0125,COMPRAVENTA,2024,9,102
167001,2024-08-31,2007-03-13,001,0109,ADJUDICACION EN SUCESION,2024,8,102
167137,2024-10-31,2022-01-18,001,0109,ADJUDICACION EN SUCESION,2024,10,102
167248,2025-01-31,2024-02-01,001,0125,COMPRAVENTA,2025,1,102
167512,2024-05-31,2012-06-27,001,0125,COMPRAVENTA,2024,5,102
167602,2025-01-31,2013-09-09,001,0125,COMPRAVENTA,2025,1,102
168239,2024-10-31,2022-01-18,001,0109,ADJUDICACION EN SUCESION,2024,10,102
170193,2025-02-28,2004-07-22,001,0110,ADJUDICACION LIQUIDACION DE LA COMUNIDAD,2025,2,102
170244,2024-06-30,2016-08-18,001,0125,COMPRAVENTA,2024,6,102
170394,2025-01-31,2025-01-30,01N,0125,COMPRAVENTA,2025,1,102
170465,2024-09-30,2016-04-21,01N,0125,COMPRAVENTA,2024,9,102
171763,2025-03-31,2007-05-16,001,0125,COMPRAVENTA,2025,3,102
172580,2024-10-31,2013-02-27,001,0125,COMPRAVENTA,2024,10,102
173599,2024-05-31,2015-01-27,01N,0108,ADJUDICACION EN REMATE,2024,5,102
175847,2023-11-30,2005-07-13,001,0125,COMPRAVENTA,2023,11,102
176889,2024-04-30,2009-07-27,01N,0139,ESCISION,2024,4,102
177009,2024-12-31,2015-04-06,001,0125,COMPRAVENTA,2024,12,102
177629,2024-11-30,2006-08-08,001,0125,COMPRAVENTA,2024,11,102
178067,2024-11-30,2010-10-14,001,0109,ADJUDICACION EN SUCESION,2024,11,102
178858,2024-10-31,2020-01-09,01N,0109,ADJUDICACION EN SUCESION,2024,10,102
179520,2024-08-31,2015-08-11,01N,0109,ADJUDICACION EN SUCESION,2024,8,102
180048,2023-11-30,2013-07-15,001,0125,COMPRAVENTA,2023,11,102
180091,2024-09-30,2018-06-01,001,0109,ADJUDICACION EN SUCESION,2024,9,102
180582,2025-01-31,2025-01-20,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,1,102
181310,2025-01-31,2023-09-20,01N,0125,COMPRAVENTA,2025,1,102
181394,2024-12-31,2017-01-24,001,0109,ADJUDICACION EN SUCESION,2024,12,102
182621,2024-06-30,2011-03-15,01N,0125,COMPRAVENTA,2024,6,102
182950,2023-11-30,2022-12-27,01N,0125,COMPRAVENTA,2023,11,102
184498,2025-02-28,2013-05-23,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,2,102
184935,2024-12-31,2024-07-09,01N,0125,COMPRAVENTA,2024,12,102
185830,2024-06-30,2008-04-22,01N,0125,COMPRAVENTA,2024,6,102
186243,2024-10-31,2024-08-22,001,0125,COMPRAVENTA,2024,10,102
186589,2024-07-31,2012-08-14,01N,0125,COMPRAVENTA,2024,7,102
187011,2025-03-31,2005-10-24,001,0125,COMPRAVENTA,2025,3,102
187168,2025-01-31,2011-07-18,001,0125,COMPRAVENTA,2025,1,102
187370,2023-12-31,2023-10-05,01N,0125,COMPRAVENTA,2023,12,102
187570,2024-07-31,2009-11-18,01N,0125,COMPRAVENTA,2024,7,102
187825,2024-10-31,2007-01-22,01N,0125,COMPRAVENTA,2024,10,102
188144,2024-09-30,2012-09-12,01N,0125,COMPRAVENTA,2024,9,102
189208,2025-03-31,2009-05-14,01N,0125,COMPRAVENTA,2025,3,102
189234,2024-09-30,2018-01-12,01N,0125,COMPRAVENTA,2024,9,102
189407,2024-06-30,2023-06-06,001,0125,COMPRAVENTA,2024,6,102
189412,2025-01-31,2025-01-29,001,0125,COMPRAVENTA,2025,1,102
189647,2024-12-31,2004-07-09,01N,0125,COMPRAVENTA,2024,12,102
190005,2024-12-31,2010-10-26,001,0125,COMPRAVENTA,2024,12,102
190853,2024-06-30,2006-04-05,001,0125,COMPRAVENTA,2024,6,102
191277,2023-12-31,2008-09-24,001,0125,COMPRAVENTA,2023,12,102
191434,2024-12-31,2007-07-12,001,0109,ADJUDICACION EN SUCESION,2024,12,102
192134,2025-01-31,2019-10-31,001,0125,COMPRAVENTA,2025,1,102
192234,2025-01-31,2019-10-31,001,0125,COMPRAVENTA,2025,1,102
192845,2024-01-31,2007-04-25,01N,0125,COMPRAVENTA,2024,1,102
192982,2024-08-31,2023-03-08,01N,0125,COMPRAVENTA,2024,8,102
194049,2024-09-30,2008-12-02,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,9,102
194231,2024-08-31,2017-06-16,01N,0125,COMPRAVENTA,2024,8,102
194440,2025-01-31,2018-03-21,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2025,1,102
194638,2024-12-31,2019-10-02,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,12,102
195105,2024-11-30,2022-09-20,001,0125,COMPRAVENTA,2024,11,102
195542,2024-04-30,2021-05-07,001,0125,COMPRAVENTA,2024,4,102
195905,2024-07-31,2024-07-24,001,0125,COMPRAVENTA,2024,7,102
196125,2025-03-31,2014-09-22,001,0125,COMPRAVENTA,2025,3,102
196602,2023-12-31,2008-09-29,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2023,12,102
196951,2024-11-30,2024-11-20,01N,0125,COMPRAVENTA,2024,11,102
197135,2024-05-31,2006-12-01,01N,0125,COMPRAVENTA,2024,5,102
198885,2024-05-31,2015-03-06,01N,0125,COMPRAVENTA,2024,5,102
199622,2024-12-31,2018-01-04,01N,0125,COMPRAVENTA,2024,12,102
200530,2023-11-30,2014-07-23,01N,0125,COMPRAVENTA,2023,11,102
200626,2024-10-31,2017-02-20,01N,0125,COMPRAVENTA,2024,10,102
201487,2024-07-31,2024-07-25,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,7,102
202232,2023-11-30,2010-09-17,01N,0125,COMPRAVENTA,2023,11,102
203085,2024-06-30,2015-04-14,001,0125,COMPRAVENTA,2024,6,102
203822,2024-11-30,2023-04-14,01N,0125,COMPRAVENTA,2024,11,102
204370,2025-01-31,2023-03-08,001,0125,COMPRAVENTA,2025,1,102
204726,2024-08-31,2007-05-17,001,0109,ADJUDICACION EN SUCESION,2024,8,102
204978,2024-04-30,2022-05-03,001,0125,COMPRAVENTA,2024,4,102
205065,2025-01-31,2006-05-15,001,0109,ADJUDICACION EN SUCESION,2025,1,102
205199,2024-08-31,2015-04-08,001,0125,COMPRAVENTA,2024,8,102
205389,2025-03-31,2017-05-26,001,0125,COMPRAVENTA,2025,3,102
205829,2025-01-31,2009-09-21,001,0109,ADJUDICACION EN SUCESION,2025,1,102
206418,2024-02-29,2005-11-16,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,2,102
207658,2024-12-31,2006-04-17,01N,0125,COMPRAVENTA,2024,12,102
209517,2024-06-30,2024-06-14,001,0125,COMPRAVENTA,2024,6,102
209535,2024-06-30,2024-06-14,001,0125,COMPRAVENTA,2024,6,102
209687,2024-07-31,2007-11-29,001,0125,COMPRAVENTA,2024,7,102
209711,2024-07-31,2007-11-29,001,0125,COMPRAVENTA,2024,7,102
209717,2025-01-31,2014-04-07,001,0125,COMPRAVENTA,2025,1,102
209729,2023-12-31,2011-12-22,001,0125,COMPRAVENTA,2023,12,102
209953,2024-11-30,2009-02-04,001,0125,COMPRAVENTA,2024,11,102
210229,2024-08-31,2010-10-13,001,0125,COMPRAVENTA,2024,8,102
210341,2025-01-31,2025-01-29,01N,0125,COMPRAVENTA,2025,1,102
210636,2024-08-31,2016-06-15,001,0125,COMPRAVENTA,2024,8,102
210928,2024-07-31,2009-05-26,001,0125,COMPRAVENTA,2024,7,102
211165,2023-11-30,2023-11-24,001,0109,ADJUDICACION EN SUCESION,2023,11,102
212503,2025-03-31,2016-08-29,001,0125,COMPRAVENTA,2025,3,102
214122,2024-09-30,2018-07-18,001,0125,COMPRAVENTA,2024,9,102
214489,2025-03-31,2025-01-13,01N,0125,COMPRAVENTA,2025,3,102
214863,2024-12-31,2015-11-12,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2024,12,102
214966,2025-03-31,2004-03-25,001,0125,COMPRAVENTA,2025,3,102
215652,2024-12-31,2024-08-29,01N,0125,COMPRAVENTA,2024,12,102
217920,2024-09-30,2023-09-14,001,0125,COMPRAVENTA,2024,9,102
218310,2023-12-31,2018-03-15,001,0125,COMPRAVENTA,2023,12,102
219514,2023-11-30,2014-12-10,01N,0125,COMPRAVENTA,2023,11,102
220012,2024-04-30,2022-05-03,001,0125,COMPRAVENTA,2024,4,102
220687,2023-12-31,2018-07-31,001,0125,COMPRAVENTA,2023,12,102
220871,2024-12-31,2011-06-07,001,0125,COMPRAVENTA,2024,12,102
221374,2023-12-31,2019-07-11,01N,0125,COMPRAVENTA,2023,12,102
221520,2024-07-31,2008-01-31,01N,0125,COMPRAVENTA,2024,7,102
221541,2024-07-31,2006-12-06,001,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2024,7,102
221752,2025-01-31,2007-06-26,001,0125,COMPRAVENTA,2025,1,102
221916,2025-03-31,2019-04-30,001,0125,COMPRAVENTA,2025,3,102
222211,2024-10-31,2017-02-14,01N,0125,COMPRAVENTA,2024,10,102
