cod_matricula,max_fecha_plano,max_fecha_sap,id_zre,cod_naturaleza_juridica,naturaleza_juridica,anio,mes,id_usuario
30974,2024-11-30,2009-10-21,001,0125,COMPRAVENTA,2024,11,110
31539,2024-09-30,2011-05-26,001,0125,COMPRAVENTA,2024,9,110
31818,2025-01-31,2016-11-24,01N,0125,COMPRAVENTA,2025,1,110
32388,2024-12-31,2014-10-20,001,0125,COMPRAVENTA,2024,12,110
33717,2025-01-31,2017-02-27,001,0125,COMPRAVENTA,2025,1,110
33900,2025-03-31,2023-06-13,01N,0109,ADJUDICACION EN SUCESION,2025,3,110
34398,2023-12-31,2014-10-20,01N,0125,COMPRAVENTA,2023,12,110
35939,2024-11-30,2024-03-06,001,0125,COMPRAVENTA,2024,11,110
36560,2024-06-30,2006-08-11,001,0140,EXPROPIACION POR VIA ADMNINISTRATIVA,2024,6,110
37680,2025-01-31,2013-08-30,01N,0109,ADJUDICACION EN SUCESION,2025,1,110
38623,2025-03-31,2024-09-12,001,0125,COMPRAVENTA,2025,3,110
40346,2023-11-30,2021-04-15,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2023,11,110
41036,2025-01-31,2012-07-13,001,0125,COMPRAVENTA,2025,1,110
41821,2024-09-30,2016-04-12,001,0125,COMPRAVENTA,2024,9,110
43090,2024-08-31,2006-02-15,001,0125,COMPRAVENTA,2024,8,110
43675,2024-09-30,2011-03-01,001,0125,COMPRAVENTA,2024,9,110
44948,2025-01-31,2022-11-23,001,0125,COMPRAVENTA,2025,1,110
45697,2024-08-31,2009-02-12,01N,0125,COMPRAVENTA,2024,8,110
47037,2024-08-31,2024-05-21,001,0139,ESCISION,2024,8,110
47564,2025-02-28,2020-11-09,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,2,110
48182,2024-10-31,2005-05-31,001,0125,COMPRAVENTA,2024,10,110
49384,2024-07-31,2012-05-11,001,0125,COMPRAVENTA,2024,7,110
49558,2025-03-31,2022-02-17,001,0125,COMPRAVENTA,2025,3,110
49790,2024-12-31,2024-12-18,01N,0125,COMPRAVENTA,2024,12,110
50242,2024-09-30,2005-08-29,01N,0109,ADJUDICACION EN SUCESION,2024,9,110
51051,2024-09-30,2011-11-28,001,0125,COMPRAVENTA,2024,9,110
51294,2024-06-30,2023-03-16,01N,0125,COMPRAVENTA,2024,6,110
52192,2025-03-31,2007-09-13,001,0125,COMPRAVENTA,2025,3,110
52617,2024-06-30,2019-11-29,01N,0125,COMPRAVENTA,2024,6,110
54631,2024-09-30,2014-08-22,001,0125,COMPRAVENTA,2024,9,110
54725,2024-07-31,2023-03-31,01N,0125,COMPRAVENTA,2024,7,110
56994,2024-12-31,2023-09-18,001,0125,COMPRAVENTA,2024,12,110
57820,2024-06-30,2009-08-05,01N,0125,COMPRAVENTA,2024,6,110
59417,2025-03-31,2016-05-02,001,0125,COMPRAVENTA,2025,3,110
60026,2024-06-30,2014-06-26,001,0125,COMPRAVENTA,2024,6,110
61177,2024-10-31,2010-08-03,001,0125,COMPRAVENTA,2024,10,110
61983,2024-08-31,2024-01-17,001,0125,COMPRAVENTA,2024,8,110
62098,2024-08-31,2011-11-01,001,0125,COMPRAVENTA,2024,8,110
62818,2025-01-31,2015-09-16,001,0125,COMPRAVENTA,2025,1,110
63088,2023-11-30,2014-03-07,001,0109,ADJUDICACION EN SUCESION,2023,11,110
63476,2024-11-30,2013-02-14,001,0109,ADJUDICACION EN SUCESION,2024,11,110
64727,2024-12-31,2019-08-20,001,0125,COMPRAVENTA,2024,12,110
64905,2024-09-30,2005-07-01,01N,0109,ADJUDICACION EN SUCESION,2024,9,110
65358,2023-12-31,2021-11-17,01N,0125,COMPRAVENTA,2023,12,110
65856,2024-10-31,2013-12-26,001,0125,COMPRAVENTA,2024,10,110
66325,2024-06-30,2004-07-26,001,0125,COMPRAVENTA,2024,6,110
67556,2024-12-31,2023-01-03,001,0125,COMPRAVENTA,2024,12,110
67999,2024-05-31,2003-12-05,001,0125,COMPRAVENTA,2024,5,110
68897,2024-05-31,2009-03-11,01N,0125,COMPRAVENTA,2024,5,110
69771,2024-09-30,2021-04-27,001,0125,COMPRAVENTA,2024,9,110
70045,2024-09-30,2010-04-29,01N,0125,COMPRAVENTA,2024,9,110
70299,2024-10-31,2004-03-24,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,10,110
71412,2025-01-31,2004-08-23,001,0125,COMPRAVENTA,2025,1,110
71807,2024-07-31,2008-02-21,001,0125,COMPRAVENTA,2024,7,110
72382,2023-11-30,2011-11-15,001,0125,COMPRAVENTA,2023,11,110
72386,2024-09-30,2012-01-26,001,0125,COMPRAVENTA,2024,9,110
72435,2024-10-31,2015-07-09,01N,0125,COMPRAVENTA,2024,10,110
72662,2024-04-30,2024-04-17,01N,0125,COMPRAVENTA,2024,4,110
73236,2024-07-31,2011-06-15,01N,0125,COMPRAVENTA,2024,7,110
74773,2025-03-31,2025-01-24,001,0125,COMPRAVENTA,2025,3,110
77751,2025-03-31,2023-02-20,01N,0125,COMPRAVENTA,2025,3,110
79179,2025-03-31,2013-04-05,001,0125,COMPRAVENTA,2025,3,110
79410,2024-09-30,2014-03-31,001,0125,COMPRAVENTA,2024,9,110
79726,2023-11-30,2023-11-20,01N,0125,COMPRAVENTA,2023,11,110
82121,2024-10-31,2003-12-02,001,0125,COMPRAVENTA,2024,10,110
83080,2024-09-30,2017-05-23,001,0125,COMPRAVENTA,2024,9,110
84065,2025-02-28,2022-07-21,001,0109,ADJUDICACION EN SUCESION,2025,2,110
84919,2024-11-30,2018-02-01,001,0125,COMPRAVENTA,2024,11,110
86297,2024-11-30,2005-09-22,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,11,110
87060,2024-01-31,2004-09-13,01N,0125,COMPRAVENTA,2024,1,110
87727,2024-10-31,2014-07-31,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,10,110
88567,2025-01-31,2004-07-10,01N,0109,ADJUDICACION EN SUCESION,2025,1,110
89123,2024-08-31,2018-07-18,01N,0125,COMPRAVENTA,2024,8,110
89945,2024-04-30,2021-05-05,01N,0125,COMPRAVENTA,2024,4,110
90537,2024-05-31,2017-11-09,01N,0125,COMPRAVENTA,2024,5,110
90559,2024-11-30,2024-11-14,01N,0125,COMPRAVENTA,2024,11,110
91436,2024-08-31,2006-05-18,01N,0125,COMPRAVENTA,2024,8,110
91965,2023-12-31,2012-02-07,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2023,12,110
92935,2024-10-31,2015-07-03,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,10,110
94311,2024-08-31,2007-08-30,001,0125,COMPRAVENTA,2024,8,110
95441,2025-03-31,2015-07-28,001,0125,COMPRAVENTA,2025,3,110
97133,2024-08-31,2016-11-30,001,0125,COMPRAVENTA,2024,8,110
97278,2024-05-31,2023-12-07,001,0125,COMPRAVENTA,2024,5,110
97561,2024-07-31,2007-04-18,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,7,110
97907,2024-12-31,2012-07-30,01N,0125,COMPRAVENTA,2024,12,110
98635,2024-10-31,2024-10-29,01N,0125,COMPRAVENTA,2024,10,110
99754,2024-11-30,2024-11-19,01N,0125,COMPRAVENTA,2024,11,110
100540,2023-12-31,2017-08-18,01N,0125,COMPRAVENTA,2023,12,110
102785,2025-01-31,2022-11-08,001,0125,COMPRAVENTA,2025,1,110
104098,2025-01-31,2024-05-08,001,0109,ADJUDICACION EN SUCESION,2025,1,110
104364,2025-03-31,2025-01-29,001,0125,COMPRAVENTA,2025,3,110
105876,2025-03-31,2015-11-23,001,0125,COMPRAVENTA,2025,3,110
106725,2025-01-31,2025-01-21,01N,0125,COMPRAVENTA,2025,1,110
107202,2024-11-30,2007-06-08,01N,0109,ADJUDICACION EN SUCESION,2024,11,110
107864,2024-09-30,2007-02-27,001,0125,COMPRAVENTA,2024,9,110
108777,2024-09-30,2013-02-19,001,0108,ADJUDICACION EN REMATE,2024,9,110
109545,2024-10-31,2011-02-01,01N,0125,COMPRAVENTA,2024,10,110
110652,2024-12-31,2019-12-06,01N,0125,COMPRAVENTA,2024,12,110
111037,2024-10-31,2024-02-19,01N,0125,COMPRAVENTA,2024,10,110
111471,2023-11-30,2023-11-21,01N,0109,ADJUDICACION EN SUCESION,2023,11,110
111994,2025-03-31,2022-05-25,01N,0125,COMPRAVENTA,2025,3,110
112904,2024-10-31,2024-10-21,01N,0125,COMPRAVENTA,2024,10,110
113243,2025-03-31,2025-01-09,001,0125,COMPRAVENTA,2025,3,110
114432,2024-09-30,2010-12-22,001,0125,COMPRAVENTA,2024,9,110
114921,2024-11-30,2011-05-04,001,0125,COMPRAVENTA,2024,11,110
115908,2025-03-31,2013-01-03,01N,0125,COMPRAVENTA,2025,3,110
116799,2024-04-30,2009-09-21,001,0125,COMPRAVENTA,2024,4,110
117788,2025-01-31,2025-01-15,01N,0125,COMPRAVENTA,2025,1,110
118180,2024-09-30,2012-07-26,001,0125,COMPRAVENTA,2024,9,110
118959,2025-03-31,2024-01-16,01N,0125,COMPRAVENTA,2025,3,110
119627,2024-09-30,2013-07-29,001,0125,COMPRAVENTA,2024,9,110
119760,2024-11-30,2005-01-26,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,11,110
120471,2024-08-31,2024-05-20,001,0125,COMPRAVENTA,2024,8,110
121013,2025-03-31,2018-11-14,001,0125,COMPRAVENTA,2025,3,110
121057,2024-02-29,2024-02-22,001,0125,COMPRAVENTA,2024,2,110
121291,2024-11-30,2014-12-04,01N,0125,COMPRAVENTA,2024,11,110
121710,2024-09-30,2017-04-28,001,0109,ADJUDICACION EN SUCESION,2024,9,110
122075,2025-01-31,2019-05-23,001,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2025,1,110
123429,2025-01-31,2025-01-29,01N,0125,COMPRAVENTA,2025,1,110
124136,2025-01-31,2024-01-26,001,0125,COMPRAVENTA,2025,1,110
124334,2024-09-30,2010-12-09,001,0125,COMPRAVENTA,2024,9,110
125074,2025-01-31,2018-11-01,001,0125,COMPRAVENTA,2025,1,110
125734,2025-01-31,2024-06-11,01N,0125,COMPRAVENTA,2025,1,110
126139,2023-11-30,2013-09-10,001,0125,COMPRAVENTA,2023,11,110
126744,2024-09-30,2010-04-20,001,0125,COMPRAVENTA,2024,9,110
127611,2024-09-30,2008-08-08,01N,0125,COMPRAVENTA,2024,9,110
128519,2024-08-31,2011-11-08,001,0125,COMPRAVENTA,2024,8,110
128992,2024-09-30,2014-07-08,01N,0109,ADJUDICACION EN SUCESION,2024,9,110
129812,2023-12-31,2019-04-02,01N,0125,COMPRAVENTA,2023,12,110
131465,2024-08-31,2008-03-10,001,0125,COMPRAVENTA,2024,8,110
132130,2024-08-31,2023-09-19,001,0125,COMPRAVENTA,2024,8,110
133382,2024-10-31,2024-10-18,01N,0125,COMPRAVENTA,2024,10,110
133779,2023-11-30,2017-08-17,001,0125,COMPRAVENTA,2023,11,110
134350,2024-10-31,2024-06-13,001,0109,ADJUDICACION EN SUCESION,2024,10,110
134610,2024-12-31,2019-04-29,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,12,110
135382,2024-06-30,2008-03-27,001,0125,COMPRAVENTA,2024,6,110
135618,2024-11-30,2010-04-15,001,0125,COMPRAVENTA,2024,11,110
136663,2024-07-31,2022-06-03,01N,0125,COMPRAVENTA,2024,7,110
136823,2023-11-30,2008-11-06,001,0125,COMPRAVENTA,2023,11,110
137240,2024-10-31,2009-12-23,01N,0109,ADJUDICACION EN SUCESION,2024,10,110
137663,2024-07-31,2020-06-08,001,0125,COMPRAVENTA,2024,7,110
137762,2024-07-31,2007-11-08,001,0125,COMPRAVENTA,2024,7,110
139000,2024-09-30,2017-07-21,001,0109,ADJUDICACION EN SUCESION,2024,9,110
139236,2024-02-29,2024-02-15,01N,0125,COMPRAVENTA,2024,2,110
140300,2024-09-30,2023-08-04,01N,0125,COMPRAVENTA,2024,9,110
140745,2024-08-31,2024-08-22,01N,0125,COMPRAVENTA,2024,8,110
141062,2024-09-30,2008-05-14,001,0125,COMPRAVENTA,2024,9,110
141101,2024-08-31,2019-07-26,01N,0125,COMPRAVENTA,2024,8,110
142728,2024-11-30,2006-06-23,001,0125,COMPRAVENTA,2024,11,110
143921,2024-10-31,2011-02-09,001,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2024,10,110
144215,2024-07-31,2021-04-22,001,0125,COMPRAVENTA,2024,7,110
144317,2025-01-31,2004-05-17,001,0109,ADJUDICACION EN SUCESION,2025,1,110
144527,2025-01-31,2010-12-10,001,0125,COMPRAVENTA,2025,1,110
144698,2024-11-30,2011-02-21,001,0125,COMPRAVENTA,2024,11,110
144936,2024-06-30,2008-01-29,01N,0125,COMPRAVENTA,2024,6,110
146214,2024-09-30,2011-07-12,001,0125,COMPRAVENTA,2024,9,110
146564,2024-09-30,2011-11-03,001,0125,COMPRAVENTA,2024,9,110
147944,2024-04-30,2010-08-17,01N,0139,ESCISION,2024,4,110
149967,2024-05-31,2015-08-24,001,0125,COMPRAVENTA,2024,5,110
150024,2024-05-31,2015-08-24,001,0125,COMPRAVENTA,2024,5,110
150175,2024-02-29,2024-02-09,01N,0109,ADJUDICACION EN SUCESION,2024,2,110
151626,2024-05-31,2015-08-26,001,0125,COMPRAVENTA,2024,5,110
153004,2024-08-31,2004-03-02,01N,0125,COMPRAVENTA,2024,8,110
153437,2024-12-31,2006-02-14,001,0125,COMPRAVENTA,2024,12,110
153660,2025-01-31,2021-02-03,001,0125,COMPRAVENTA,2025,1,110
154494,2024-08-31,2022-11-10,001,0125,COMPRAVENTA,2024,8,110
155002,2024-12-31,2004-10-27,01N,0125,COMPRAVENTA,2024,12,110
155603,2023-12-31,2010-06-02,001,0109,ADJUDICACION EN SUCESION,2023,12,110
156596,2024-09-30,2024-08-09,01N,0125,COMPRAVENTA,2024,9,110
156684,2024-05-31,2019-10-28,01N,0125,COMPRAVENTA,2024,5,110
156918,2024-10-31,2018-08-10,001,0125,COMPRAVENTA,2024,10,110
157426,2024-12-31,2020-09-23,001,0125,COMPRAVENTA,2024,12,110
157472,2024-12-31,2024-01-29,01N,0125,COMPRAVENTA,2024,12,110
158043,2024-10-31,2007-03-08,001,0125,COMPRAVENTA,2024,10,110
158068,2025-01-31,2015-12-10,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,1,110
158769,2024-07-31,2019-09-13,01N,0125,COMPRAVENTA,2024,7,110
158992,2024-12-31,2023-01-12,001,0125,COMPRAVENTA,2024,12,110
159563,2024-06-30,2019-10-01,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,6,110
159881,2025-01-31,2006-05-30,01N,0125,COMPRAVENTA,2025,1,110
161049,2024-11-30,2016-07-12,001,0125,COMPRAVENTA,2024,11,110
161770,2024-09-30,2008-04-14,001,0125,COMPRAVENTA,2024,9,110
162073,2024-07-31,2012-06-14,01N,0125,COMPRAVENTA,2024,7,110
162242,2024-02-29,2024-02-07,01N,0125,COMPRAVENTA,2024,2,110
163359,2023-12-31,2023-07-05,001,0125,COMPRAVENTA,2023,12,110
163385,2023-12-31,2023-07-05,001,0125,COMPRAVENTA,2023,12,110
164118,2024-10-31,2016-04-15,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,10,110
166623,2025-01-31,2022-08-04,01N,0125,COMPRAVENTA,2025,1,110
167033,2024-10-31,2019-06-27,001,0125,COMPRAVENTA,2024,10,110
167152,2024-10-31,2019-06-27,001,0125,COMPRAVENTA,2024,10,110
167409,2025-01-31,2024-02-01,001,0125,COMPRAVENTA,2025,1,110
167514,2025-01-31,2013-09-09,001,0125,COMPRAVENTA,2025,1,110
167612,2024-05-31,2012-06-27,001,0125,COMPRAVENTA,2024,5,110
168322,2024-10-31,2017-06-20,01N,0125,COMPRAVENTA,2024,10,110
170201,2025-01-31,2020-07-07,001,0110,ADJUDICACION LIQUIDACION DE LA COMUNIDAD,2025,1,110
170350,2023-12-31,2022-09-23,01N,0125,COMPRAVENTA,2023,12,110
170412,2024-09-30,2010-05-10,01N,0125,COMPRAVENTA,2024,9,110
171318,2024-08-31,2018-12-18,001,0125,COMPRAVENTA,2024,8,110
171805,2025-03-31,2007-05-16,001,0125,COMPRAVENTA,2025,3,110
172593,2024-10-31,2013-02-27,001,0125,COMPRAVENTA,2024,10,110
174378,2025-03-31,2023-10-30,001,0125,COMPRAVENTA,2025,3,110
176799,2024-09-30,2008-12-03,01N,0125,COMPRAVENTA,2024,9,110
176934,2024-09-30,2006-04-06,01N,0125,COMPRAVENTA,2024,9,110
177190,2024-12-31,2018-09-17,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,12,110
177805,2025-03-31,2020-02-22,001,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,3,110
178150,2024-10-31,2006-02-06,001,0125,COMPRAVENTA,2024,10,110
179377,2025-02-28,2008-08-26,001,0109,ADJUDICACION EN SUCESION,2025,2,110
179829,2023-11-30,2012-09-11,001,0125,COMPRAVENTA,2023,11,110
180051,2024-08-31,2003-12-15,001,0125,COMPRAVENTA,2024,8,110
180129,2023-12-31,2016-04-11,001,0125,COMPRAVENTA,2023,12,110
180589,2025-01-31,2013-09-09,001,0125,COMPRAVENTA,2025,1,110
181332,2024-10-31,2005-02-01,001,0125,COMPRAVENTA,2024,10,110
181418,2024-12-31,2017-01-24,001,0109,ADJUDICACION EN SUCESION,2024,12,110
182892,2025-03-31,2025-01-27,001,0125,COMPRAVENTA,2025,3,110
183609,2025-03-31,2005-04-15,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2025,3,110
184633,2024-08-31,2024-05-07,001,0125,COMPRAVENTA,2024,8,110
185476,2024-12-31,2024-12-27,01N,0125,COMPRAVENTA,2024,12,110
186022,2024-09-30,2013-05-08,001,0125,COMPRAVENTA,2024,9,110
186246,2024-10-31,2024-08-22,001,0125,COMPRAVENTA,2024,10,110
186596,2025-03-31,2025-03-26,01N,0125,COMPRAVENTA,2025,3,110
187016,2024-11-30,2019-10-09,001,0125,COMPRAVENTA,2024,11,110
187327,2025-03-31,2015-11-25,01N,0125,COMPRAVENTA,2025,3,110
187432,2025-03-31,2009-09-25,01N,0168,TRANSFERENCIA DE DOMINIO A TITULO DE LEASING HABITACIONAL DE VIVIENDA FAMILIAR,2025,3,110
187707,2024-01-31,2024-01-25,01N,0125,COMPRAVENTA,2024,1,110
187894,2025-03-31,2010-08-17,01N,0125,COMPRAVENTA,2025,3,110
188155,2024-09-30,2012-06-14,001,0125,COMPRAVENTA,2024,9,110
189213,2024-10-31,2018-11-15,01N,0125,COMPRAVENTA,2024,10,110
189254,2024-06-30,2024-04-12,001,0109,ADJUDICACION EN SUCESION,2024,6,110
189408,2025-01-31,2025-01-29,001,0125,COMPRAVENTA,2025,1,110
189548,2024-09-30,2008-11-24,001,0109,ADJUDICACION EN SUCESION,2024,9,110
189648,2024-12-31,2015-11-09,01N,0125,COMPRAVENTA,2024,12,110
190702,2024-07-31,2020-05-28,001,0125,COMPRAVENTA,2024,7,110
191076,2023-12-31,2023-03-10,001,0125,COMPRAVENTA,2023,12,110
191371,2025-03-31,2014-07-23,001,0125,COMPRAVENTA,2025,3,110
192069,2024-07-31,2016-07-14,001,0125,COMPRAVENTA,2024,7,110
192214,2024-07-31,2007-06-20,001,0125,COMPRAVENTA,2024,7,110
192247,2024-07-31,2016-03-18,001,0125,COMPRAVENTA,2024,7,110
192870,2024-07-31,2016-03-18,001,0125,COMPRAVENTA,2024,7,110
193070,2023-11-30,2023-11-14,001,0125,COMPRAVENTA,2023,11,110
194055,2024-09-30,2012-08-02,01N,0125,COMPRAVENTA,2024,9,110
194322,2024-10-31,2024-10-22,01N,0125,COMPRAVENTA,2024,10,110
194584,2024-12-31,2013-06-28,01N,0125,COMPRAVENTA,2024,12,110
194909,2025-03-31,2023-04-25,001,0125,COMPRAVENTA,2025,3,110
195106,2024-11-30,2022-09-20,001,0125,COMPRAVENTA,2024,11,110
195557,2024-09-30,2005-11-30,01N,0125,COMPRAVENTA,2024,9,110
195906,2024-07-31,2024-07-24,001,0125,COMPRAVENTA,2024,7,110
196318,2024-10-31,2008-03-10,01N,0125,COMPRAVENTA,2024,10,110
196680,2024-11-30,2024-01-29,01N,0125,COMPRAVENTA,2024,11,110
197009,2025-03-31,2012-09-18,01N,0125,COMPRAVENTA,2025,3,110
197229,2024-04-30,2024-04-25,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,4,110
199365,2024-04-30,2019-01-10,001,0125,COMPRAVENTA,2024,4,110
199718,2025-03-31,2012-03-26,01N,0125,COMPRAVENTA,2025,3,110
200613,2024-09-30,2010-07-08,01N,0138,DONACION,2024,9,110
200937,2024-06-30,2008-05-14,01N,0125,COMPRAVENTA,2024,6,110
201860,2025-02-28,2018-09-24,001,0109,ADJUDICACION EN SUCESION,2025,2,110
202912,2024-10-31,2017-02-14,01N,0125,COMPRAVENTA,2024,10,110
203190,2024-10-31,2022-03-26,01N,0125,COMPRAVENTA,2024,10,110
203878,2024-09-30,2007-05-09,01N,0109,ADJUDICACION EN SUCESION,2024,9,110
204447,2025-01-31,2023-03-08,001,0125,COMPRAVENTA,2025,1,110
204730,2024-08-31,2007-05-17,001,0109,ADJUDICACION EN SUCESION,2024,8,110
205042,2025-03-31,2014-03-20,001,0125,COMPRAVENTA,2025,3,110
205077,2024-04-30,2004-05-20,001,0125,COMPRAVENTA,2024,4,110
205249,2024-10-31,2023-02-23,001,0125,COMPRAVENTA,2024,10,110
205396,2023-12-31,2021-05-04,001,0125,COMPRAVENTA,2023,12,110
205835,2025-01-31,2009-09-21,001,0109,ADJUDICACION EN SUCESION,2025,1,110
206816,2025-02-28,2020-08-29,001,0109,ADJUDICACION EN SUCESION,2025,2,110
207888,2025-03-31,2023-03-22,001,0125,COMPRAVENTA,2025,3,110
209519,2024-05-31,2011-02-11,001,0109,ADJUDICACION EN SUCESION,2024,5,110
209685,2024-11-30,2022-04-07,001,0125,COMPRAVENTA,2024,11,110
209698,2023-12-31,2011-12-22,001,0125,COMPRAVENTA,2023,12,110
209713,2024-11-30,2022-04-07,001,0125,COMPRAVENTA,2024,11,110
209721,2024-11-30,2022-04-07,001,0125,COMPRAVENTA,2024,11,110
209730,2025-01-31,2014-04-07,001,0125,COMPRAVENTA,2025,1,110
210140,2024-01-31,2005-07-18,001,0125,COMPRAVENTA,2024,1,110
210249,2024-08-31,2010-10-13,001,0125,COMPRAVENTA,2024,8,110
210394,2024-11-30,2012-11-06,01N,0110,ADJUDICACION LIQUIDACION DE LA COMUNIDAD,2024,11,110
210663,2024-08-31,2016-06-15,001,0125,COMPRAVENTA,2024,8,110
211036,2024-08-31,2021-11-29,01N,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,8,110
212033,2024-10-31,2022-10-24,001,0125,COMPRAVENTA,2024,10,110
212735,2024-12-31,2023-06-05,01N,0125,COMPRAVENTA,2024,12,110
214147,2024-09-30,2018-07-18,001,0125,COMPRAVENTA,2024,9,110
214637,2025-01-31,2004-07-16,01N,0125,COMPRAVENTA,2025,1,110
214884,2024-05-31,2007-06-22,001,0109,ADJUDICACION EN SUCESION,2024,5,110
215111,2025-03-31,2013-03-11,01N,0125,COMPRAVENTA,2025,3,110
216698,2024-01-31,2011-11-01,001,0112,ADJUDICACION LIQUIDACION SOCIEDAD CONYUGAL,2024,1,110
217931,2024-09-30,2024-01-19,001,0125,COMPRAVENTA,2024,9,110
218656,2024-10-31,2012-08-15,001,0125,COMPRAVENTA,2024,10,110
219877,2025-01-31,2023-03-08,001,0125,COMPRAVENTA,2025,1,110
220496,2025-01-31,2006-05-24,001,0113,ADJUDICACION LIQUIDACION SOCIEDAD PATRIMONIAL DE HECHO,2025,1,110
220690,2024-12-31,2019-10-23,001,0146,RATIFICACION CONTRATO,2024,12,110
221310,2024-07-31,2008-04-16,01N,0125,COMPRAVENTA,2024,7,110
221410,2025-01-31,2006-04-26,01N,0125,COMPRAVENTA,2025,1,110
221522,2023-12-31,2019-07-11,01N,0125,COMPRAVENTA,2023,12,110
221551,2024-09-30,2016-09-14,001,0125,COMPRAVENTA,2024,9,110
